FullName,Legislative,PartyAbbreviation,SimplePartyAbbreviation,SimplePartyId,Active,FirstName,LastName,GenderAsString,CantonName,CantonAbbreviation,CouncilName,ParlGroupName,ParlGroupAbbreviation,PartyName,MaritalStatusText,BirthPlace_City,BirthPlace_Canton,Mandates,DateJoining,DateLeaving,Citizenship,DateOfBirth,DateOfDeath,Image
Blocher Christoph,1.0,UDC,UDC,1,False,Christoph,Blocher,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Laufen am Rheinfall,Zurich,"Gemeinderat Meilen: von März 1974 bis März 1978; Kantonsrat: von April 1975 bis April 1980; Nationalrat: von November 1979 bis Dezember 2003; Bundesrat: von Dezember 2003 bis Dezember 2007, Vorsteher des Eidg. Justiz- und Polizeidepartementes",2011-12-05,2014-05-31,"Schattenhalb (BE),Zurich (ZH),Meilen (ZH),Lü (GR)",1940-10-11,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2017.jpg
Böhni Thomas,1.0,PVL,PVL,7,False,Thomas,Böhni,m,Thurgovie,TG,Conseil national,Groupe vert'libéral,GL,Parti vert'libéral,,Stein am Rhein,Schaffhouse,,2011-12-05,2015-11-29,Stein am Rhein (SH),1964-12-24,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2756.jpg
Borer Roland F.,1.0,UDC,UDC,1,False,Roland F.,Borer,m,Soleure,SO,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Soleure,Soleure,Legislative des Kantons: von 1989 bis 1991,2011-12-05,2015-11-29,Le Petit Lucelle (SO),1951-01-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2272.jpg
Borer Roland F.,0.0,UDC,UDC,1,False,Roland F.,Borer,m,Soleure,SO,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Soleure,Soleure,Legislative des Kantons: von 1989 bis 1991,2007-12-03,2011-12-04,Le Petit Lucelle (SO),1951-01-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2272.jpg
Borloz Frédéric,2.0,PLR,PLR,3,True,Frédéric,Borloz,m,Vaud,VD,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Aigle,Vaud,Député au Grand Conseil vaudois: depuis 2002 jusqu'à 2015; Municipal de la commune d'Aigle: depuis 1998 jusqu'à 2006,2015-11-30,2019-12-01,Ormont-Dessous (VD),1966-04-22,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3061.jpg
Bortoluzzi Toni,0.0,UDC,UDC,1,False,Toni,Bortoluzzi,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Affoltern am Albis,Zurich,Exekutive der Gemeinde (Gemeinderat): von 1982 bis 1986; Gemeindepräsident: von 1986 bis 1998; Legislative des Kantons (Kantonsrat): von 1984 bis 1991,2007-12-03,2011-12-04,Affoltern am Albis (ZH),1947-02-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2274.jpg
Bortoluzzi Toni,1.0,UDC,UDC,1,False,Toni,Bortoluzzi,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Affoltern am Albis,Zurich,Exekutive der Gemeinde (Gemeinderat): von 1982 bis 1986; Gemeindepräsident: von 1986 bis 1998; Legislative des Kantons (Kantonsrat): von 1984 bis 1991,2011-12-05,2015-11-29,Affoltern am Albis (ZH),1947-02-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2274.jpg
Bourgeois Jacques,1.0,PLR,PLR,3,False,Jacques,Bourgeois,m,Fribourg,FR,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Pompaples,Vaud,Législatif cantonal (Grand Conseil): depuis 2001 jusqu'à novembre 2007,2011-12-05,2015-11-29,"Vullierens (VD),Ballaigues (VD)",1958-03-14,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2675.jpg
Bourgeois Jacques,2.0,PLR,PLR,3,True,Jacques,Bourgeois,m,Fribourg,FR,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Pompaples,Vaud,Législatif cantonal (Grand Conseil): depuis 2001 jusqu'à novembre 2007,2015-11-30,2019-12-01,"Vullierens (VD),Ballaigues (VD)",1958-03-14,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2675.jpg
Bourgeois Jacques,0.0,PLR,PLR,3,False,Jacques,Bourgeois,m,Fribourg,FR,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Pompaples,Vaud,Législatif cantonal (Grand Conseil): depuis 2001 jusqu'à novembre 2007,2007-12-03,2011-12-04,"Vullierens (VD),Ballaigues (VD)",1958-03-14,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2675.jpg
Brand Heinz,1.0,UDC,UDC,1,False,Heinz,Brand,m,Grisons,GR,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Huttwil,Berne,Gemeinderat von Klosters-Serneus: von Januar 1991 bis Dezember 2002,2011-12-05,2015-11-29,Trachselwald (BE),1955-09-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2772.jpg
Brand Heinz,2.0,UDC,UDC,1,True,Heinz,Brand,m,Grisons,GR,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Huttwil,Berne,Gemeinderat von Klosters-Serneus: von Januar 1991 bis Dezember 2002,2015-11-30,2019-12-01,Trachselwald (BE),1955-09-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2772.jpg
Bregy Philipp Matthias,2.0,CSPO,PCS,10,True,Philipp Matthias,Bregy,m,Valais,VS,Conseil national,Groupe PDC,C,Christlichdemokratische Volkspartei Oberwallis,,Viège,Valais,Gemeinderat Naters: seit Januar 2013; Grossrat des Kantons Wallis: von März 2009 bis Dezember 2018; Grossratssuppleant des Kantons Wallis: von März 2004 bis März 2005,2019-03-04,2019-12-01,"Tourtemagne (VS),Naters (VS)",1978-07-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3131.jpg
Brélaz Daniel,0.0,PES,PES,6,False,Daniel,Brélaz,m,Vaud,VD,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Lausanne,Vaud,Législatif communal: depuis 1986 jusqu'en 1989; Exécutif communal: depuis 1990 jusqu'en juin 2016; Législatif cantonal: depuis 1990 jusqu'en 2007 et de 2012 jusqu'à novembre 2015,2007-12-03,2011-12-04,Lutry (VD),1950-01-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2023.jpg
Brélaz Daniel,2.0,PES,PES,6,True,Daniel,Brélaz,m,Vaud,VD,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Lausanne,Vaud,Législatif communal: depuis 1986 jusqu'en 1989; Exécutif communal: depuis 1990 jusqu'en juin 2016; Législatif cantonal: depuis 1990 jusqu'en 2007 et de 2012 jusqu'à novembre 2015,2015-11-30,2019-12-01,Lutry (VD),1950-01-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2023.jpg
Brönnimann Andreas,0.0,UDF,UDF,11,False,Andreas,Brönnimann,m,Berne,BE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique Féderale,,Belp,Berne,Exekutive der Gemeinde: November 1996 bis Dezember 2007; Legislative des Kantons: von April 1998 bis April 2002 und von April 2006 bis Juni 2009,2009-09-07,2011-12-04,Belp (BE),1955-03-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2737.jpg
Bruderer Wyss Pascale,0.0,PSS,PSS,2,False,Pascale,Bruderer Wyss,f,Argovie,AG,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Baden,Argovie,Legislative der Gemeinde (Einwohnerrätin) Baden: von Dezember 1997 bis Januar 2004; Legislative des Kantons (Grossrätin): von April 2001 bis April 2002,2007-12-03,2011-12-04,"Rorschach (SG),Baden (AG),Baar (ZG),Römerswil (LU)",1977-07-28,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2573.jpg
Brunner Toni,0.0,UDC,UDC,1,False,Toni,Brunner,m,St-Gall,SG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,célibataire,Wattwil,St-Gall,,2007-12-03,2011-12-04,"Hemberg (SG),Ebnat-Kappel (SG)",1974-08-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2372.jpg
Brunner Toni,1.0,UDC,UDC,1,False,Toni,Brunner,m,St-Gall,SG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,célibataire,Wattwil,St-Gall,,2011-12-05,2015-11-29,"Hemberg (SG),Ebnat-Kappel (SG)",1974-08-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2372.jpg
Brunner Toni,2.0,UDC,UDC,1,False,Toni,Brunner,m,St-Gall,SG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,célibataire,Wattwil,St-Gall,,2015-11-30,2018-12-31,"Hemberg (SG),Ebnat-Kappel (SG)",1974-08-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2372.jpg
Brunner Hansjörg,2.0,PLR,PLR,3,True,Hansjörg,Brunner,m,Thurgovie,TG,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Wattwil,St-Gall,Mitglied des Grossen Rates (Legislative) des Kantons Thurgau: von Mai 2012 bis Oktober 2017,2017-11-27,2019-12-01,Hemberg (SG),1966-11-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3116.jpg
Brunschwig Graf Martine,0.0,PLR,PLR,3,False,Martine,Brunschwig Graf,f,Genève,GE,Conseil national,Groupe radical-libéral,RL,Parti libéral suisse,,Fribourg,Fribourg,Législatif cantonal: depuis octobre 1989 jusqu'à octobre 1993; Exécutif cantonal: depuis décembre 1993 jusqu'à décembre 2005.,2007-12-03,2011-12-04,"Hütten (ZH),Ramsen (SH)",1950-03-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2587.jpg
Büchel Roland Rino,1.0,UDC,UDC,1,False,Roland Rino,Büchel,m,St-Gall,SG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Altstätten,St-Gall,Legislative des Kantons: von Juni 2004 bis Mai 2010,2011-12-05,2015-11-29,Rüthi (Rheintal) (SG),1965-10-08,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2740.jpg
Büchel Roland Rino,2.0,UDC,UDC,1,True,Roland Rino,Büchel,m,St-Gall,SG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Altstätten,St-Gall,Legislative des Kantons: von Juni 2004 bis Mai 2010,2015-11-30,2019-12-01,Rüthi (Rheintal) (SG),1965-10-08,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2740.jpg
Büchel Roland Rino,0.0,UDC,UDC,1,False,Roland Rino,Büchel,m,St-Gall,SG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Altstätten,St-Gall,Legislative des Kantons: von Juni 2004 bis Mai 2010,2010-03-01,2011-12-04,Rüthi (Rheintal) (SG),1965-10-08,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2740.jpg
Büchler Jakob,0.0,PDC,PDC,4,False,Jakob,Büchler,m,St-Gall,SG,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Schänis,St-Gall,Legislative des Kantons (Kantonsrat): von Mai 1988 bis April 2003; Kantonsratspräsident: von 2001 bis 2002,2007-12-03,2011-12-04,Appenzell (AI),1952-05-29,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2588.jpg
Büchler Jakob,1.0,PDC,PDC,4,False,Jakob,Büchler,m,St-Gall,SG,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Schänis,St-Gall,Legislative des Kantons (Kantonsrat): von Mai 1988 bis April 2003; Kantonsratspräsident: von 2001 bis 2002,2011-12-05,2015-11-29,Appenzell (AI),1952-05-29,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2588.jpg
Büchler Jakob,2.0,PDC,PDC,4,False,Jakob,Büchler,m,St-Gall,SG,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Schänis,St-Gall,Legislative des Kantons (Kantonsrat): von Mai 1988 bis April 2003; Kantonsratspräsident: von 2001 bis 2002,2015-11-30,2018-03-08,Appenzell (AI),1952-05-29,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2588.jpg
Buffat Michaël,2.0,UDC,UDC,1,True,Michaël,Buffat,m,Vaud,VD,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Yverdon-les-Bains,Vaud,Conseiller général à Vuarrens: de 1998 à 2005; Conseiller communal à Crissier: de 2007 à 2012; Député au Grand Conseil vaudois: de 2007 à 2015; Conseiller national depuis 2015,2015-11-30,2019-12-01,Vuarrens (VD),1979-09-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3062.jpg
Bugnon André,0.0,UDC,UDC,1,False,André,Bugnon,m,Vaud,VD,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,St-Prex,Vaud,Législatif communal: depuis 1969 jusqu'à 1977 et depuis janvier 1986 jusqu'à décembre 1989; Exécutif communal: depuis janvier 1978 jusqu'à décembre 1985; Syndic de 1990 à 2002; Législatif cantonal (Grand Conseil): depuis septembre 1988 jusqu'à décembre 1999,2007-12-03,2011-12-04,St-Prex (VD),1947-09-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2477.jpg
Bugnon André,1.0,UDC,UDC,1,False,André,Bugnon,m,Vaud,VD,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,St-Prex,Vaud,Législatif communal: depuis 1969 jusqu'à 1977 et depuis janvier 1986 jusqu'à décembre 1989; Exécutif communal: depuis janvier 1978 jusqu'à décembre 1985; Syndic de 1990 à 2002; Législatif cantonal (Grand Conseil): depuis septembre 1988 jusqu'à décembre 1999,2011-12-05,2015-11-29,St-Prex (VD),1947-09-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2477.jpg
Bühler Manfred,2.0,UDC,UDC,1,True,Manfred,Bühler,m,Berne,BE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Bienne,Berne,Maire de la Municipalité de Cortébert (BE); Membre du Conseil du Jura bernois: jusqu'à décembre 2015; Député du canton de Berne: jusqu'à décembre 2015; Conseiller municipal de Cortébert: de 1998 à 2010,2015-11-30,2019-12-01,Aeschi b. Spiez (BE),1979-04-10,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3063.jpg
Bulliard-Marbach Christine,1.0,PDC,PDC,4,False,Christine,Bulliard-Marbach,f,Fribourg,FR,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Berne,Berne,Exekutive der Gemeinde (Gemeindepräsidentin 2006): seit März 1996,2011-12-05,2015-11-29,Farvagny (FR),1959-10-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3017.jpg
Bulliard-Marbach Christine,2.0,PDC,PDC,4,True,Christine,Bulliard-Marbach,f,Fribourg,FR,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Berne,Berne,Exekutive der Gemeinde (Gemeindepräsidentin 2006): seit März 1996,2015-11-30,2019-12-01,Farvagny (FR),1959-10-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3017.jpg
Burgherr Thomas,2.0,UDC,UDC,1,True,Thomas,Burgherr,m,Argovie,AG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Zofingen,Argovie,"Vizeammann in Wiliberg: von 1992 bis 2000; Grossrat Kt. Aargau: von 1997 bis 2015; Kommission Bildung, Kultur und Sport von 1997 bis 2005; Kommission Fachhochschule: von 1997 bis 2001; Kommissionspräsident GPK: von 2005 bis 2009; Kommissionsmitglied Volkswirtschaft und Abgaben: von 2009 bis 2015",2015-11-30,2019-12-01,Schmiedrued (AG),1962-08-01,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3064.jpg
Burkart Thierry,2.0,PLR,PLR,3,True,Thierry,Burkart,m,Argovie,AG,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Baden,Argovie,Grossrat des Kantons Aargau: von 2001 bis 2015; Grossratspräsident: 2014,2015-11-30,2019-12-01,"Baden (AG),Mühlau (AG)",1975-08-21,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3065.jpg
Buttet Yannick,1.0,PDC,PDC,4,False,Yannick,Buttet,m,Valais,VS,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Monthey,Valais,Exécutif communal de Collombey-Muraz: dès janvier 2009; Conseiller communal de 2009 à 2012; Président dès 2013,2011-12-05,2015-11-29,Collombey-Muraz (VS),1977-07-12,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2790.jpg
Buttet Yannick,2.0,PDC,PDC,4,False,Yannick,Buttet,m,Valais,VS,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Monthey,Valais,Exécutif communal de Collombey-Muraz: dès janvier 2009; Conseiller communal de 2009 à 2012; Président dès 2013,2015-11-30,2018-01-31,Collombey-Muraz (VS),1977-07-12,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2790.jpg
Campell Duri,2.0,PBD,PBD,5,True,Duri,Campell,m,Grisons,GR,Conseil national,Groupe BD,BD,Parti bourgeois-démocratique suisse,,Cinuos-chel,Grisons,Legislative Kanton Graubünden (Grossrat): von 2006 bis 2015,2015-11-30,2019-12-01,S-chanf (GR),1963-04-05,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3066.jpg
Candinas Martin,1.0,PDC,PDC,4,False,Martin,Candinas,m,Grisons,GR,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Ilanz,Grisons,Legislative des Kantons (Grossrat): von Mai 2006 bis November 2011,2011-12-05,2015-11-29,Sumvitg (GR),1980-08-20,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2770.jpg
Candinas Martin,2.0,PDC,PDC,4,True,Martin,Candinas,m,Grisons,GR,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Ilanz,Grisons,Legislative des Kantons (Grossrat): von Mai 2006 bis November 2011,2015-11-30,2019-12-01,Sumvitg (GR),1980-08-20,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2770.jpg
Carobbio Guscetti Marina,0.0,PSS,PSS,2,False,Marina,Carobbio Guscetti,f,Tessin,TI,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Locarno,Tessin,Deputata in Gran Consiglio: da aprile 1991 a marzo 2007,2007-12-03,2011-12-04,"Blenio (TI),Campo (Blenio) (TI)",1966-06-12,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2666.jpg
Carobbio Guscetti Marina,1.0,PSS,PSS,2,False,Marina,Carobbio Guscetti,f,Tessin,TI,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Locarno,Tessin,Deputata in Gran Consiglio: da aprile 1991 a marzo 2007,2011-12-05,2015-11-29,"Blenio (TI),Campo (Blenio) (TI)",1966-06-12,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2666.jpg
Carobbio Guscetti Marina,2.0,PSS,PSS,2,True,Marina,Carobbio Guscetti,f,Tessin,TI,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Locarno,Tessin,Deputata in Gran Consiglio: da aprile 1991 a marzo 2007,2015-11-30,2019-12-01,"Blenio (TI),Campo (Blenio) (TI)",1966-06-12,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2666.jpg
Caroni Andrea,1.0,PLR,PLR,3,False,Andrea,Caroni,m,Appenzell Rh.-Ext.,AR,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,St-Gall,St-Gall,Exekutive der Gemeinde Grub AR: Juni 2005-Mai 2008; Rechnungs- und Geschäftsprüfungskomm. Grub AR: Juni 2000-Mai 2005; Nationalrat November 2011-November 2015,2011-12-05,2015-11-29,"Grub (AR),Mendrisio (TI)",1980-04-19,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2775.jpg
Cassis Ignazio,1.0,PLR,PLR,3,False,Ignazio,Cassis,m,Tessin,TI,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Sessa,Tessin,Legislativo del comune Collina d'Oro: da aprile 2004 ad aprile 2014,2011-12-05,2015-11-29,"Biasca (TI),Sessa (TI)",1961-04-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2664.jpg
Cassis Ignazio,2.0,PLR,PLR,3,False,Ignazio,Cassis,m,Tessin,TI,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Sessa,Tessin,Legislativo del comune Collina d'Oro: da aprile 2004 ad aprile 2014,2015-11-30,2017-10-31,"Biasca (TI),Sessa (TI)",1961-04-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2664.jpg
Cassis Ignazio,0.0,PLR,PLR,3,False,Ignazio,Cassis,m,Tessin,TI,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Sessa,Tessin,Legislativo del comune Collina d'Oro: da aprile 2004 ad aprile 2014,2007-12-03,2011-12-04,"Biasca (TI),Sessa (TI)",1961-04-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2664.jpg
Cathomas Sep,0.0,PDC,PDC,4,False,Sep,Cathomas,m,Grisons,GR,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Breil/Brigels,Grisons,Legislative der Gemeinde: 1973 bis 1989; Exekutive der Gemeinde: 1989 bis 2003; Legislative des Kantons: 1997 bis 2003,2007-12-03,2011-12-04,Breil/Brigels (GR),1945-04-02,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2590.jpg
Cattaneo Rocco,2.0,PLR,PLR,3,True,Rocco,Cattaneo,m,Tessin,TI,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Lugano,Tessin,Legislativo del Comune di Bironico: da aprile 1984 ad aprile 2000,2017-11-27,2019-12-01,Monteceneri (TI),1958-12-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3118.jpg
Caviezel Tarzisius,0.0,PLR,PLR,3,False,Tarzisius,Caviezel,m,Grisons,GR,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Coire,Grisons,,2007-12-03,2011-12-04,Vrin (GR),1954-08-18,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2677.jpg
Chevalley Isabelle,1.0,PVL,PVL,7,False,Isabelle,Chevalley,f,Vaud,VD,Conseil national,Groupe vert'libéral,GL,Parti vert'libéral,,Aubonne,Vaud,Organe législatif du Canton: depuis août 2008 jusqu'à novembre 2013,2011-12-05,2015-11-29,"Denezy (VD),Montanaire (VD)",1972-04-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3604.jpg
